Kandidat, Spørgsmål, Svar
Morten Løkkegaard, 16, 1
Morten Løkkegaard, 17, 3
Morten Løkkegaard, 18, 3
Morten Løkkegaard, 19, 4
Morten Løkkegaard, 20, 2
Morten Løkkegaard, 21, 3
Morten Løkkegaard, 22, 2
Morten Løkkegaard, 23, 1
Morten Løkkegaard, 24, 2
Morten Løkkegaard, 25, 3
Asger Christensen, 1, 4
Asger Christensen, 2, 2
Asger Christensen, 3, 4
Asger Christensen, 4, 4
Asger Christensen, 5, 3
Asger Christensen, 6, 2
Asger Christensen, 7, 4
Asger Christensen, 8, 2
Asger Christensen, 9, 3
Asger Christensen, 10, 4
Asger Christensen, 11, 2
Asger Christensen, 12, 4
Asger Christensen, 13, 3
Asger Christensen, 14, 1
Asger Christensen, 15, 4
Asger Christensen, 16, 1
Asger Christensen, 17, 3
Asger Christensen, 18, 4
Asger Christensen, 19, 4
Asger Christensen, 20, 2
Asger Christensen, 21, 4
Asger Christensen, 22, 2
Asger Christensen, 23, 1
Asger Christensen, 24, 3
Asger Christensen, 25, 2
Ulla Tørnæs, 1, 4
Ulla Tørnæs, 2, 1
Ulla Tørnæs, 3, 3
Ulla Tørnæs, 4, 4
Ulla Tørnæs, 5, 3
Ulla Tørnæs, 6, 3
Ulla Tørnæs, 7, 4
Ulla Tørnæs, 8, 3
Ulla Tørnæs, 9, 2
Ulla Tørnæs, 10, 4
Ulla Tørnæs, 11, 4
Ulla Tørnæs, 12, 4
Ulla Tørnæs, 13, 2
Ulla Tørnæs, 14, 2
Ulla Tørnæs, 15, 4
Ulla Tørnæs, 16, 2
Ulla Tørnæs, 17, 3
Ulla Tørnæs, 18, 4
Ulla Tørnæs, 19, 4
Ulla Tørnæs, 20, 3
Ulla Tørnæs, 21, 4
Ulla Tørnæs, 22, 3
Ulla Tørnæs, 23, 3
Ulla Tørnæs, 24, 3
Ulla Tørnæs, 25, 3
Julie Hassing, 1, 4
Julie Hassing, 2, 2
Julie Hassing, 3, 4
Julie Hassing, 4, 4
Julie Hassing, 5, 3
Julie Hassing, 6, 2
Julie Hassing, 7, 3
Julie Hassing, 8, 2
Julie Hassing, 9, 2
Julie Hassing, 10, 4
Julie Hassing, 11, 2
Julie Hassing, 12, 4
Julie Hassing, 13, 3
Julie Hassing, 14, 1
Julie Hassing, 15, 4
Julie Hassing, 16, 2
Julie Hassing, 17, 3
Julie Hassing, 18, 3
Julie Hassing, 19, 4
Julie Hassing, 20, 2
Julie Hassing, 21, 3
Julie Hassing, 22, 2
Julie Hassing, 23, 2
Julie Hassing, 24, 2
Julie Hassing, 25, 3
Marianne Lynghøj, 1, 4
Marianne Lynghøj, 2, 2
Marianne Lynghøj, 3, 3
Marianne Lynghøj, 4, 3
Marianne Lynghøj, 5, 3
Marianne Lynghøj, 6, 2
Marianne Lynghøj, 7, 4
Marianne Lynghøj, 8, 3
Marianne Lynghøj, 9, 2
Marianne Lynghøj, 10, 3
Marianne Lynghøj, 11, 3
Marianne Lynghøj, 12, 3
Marianne Lynghøj, 13, 3
Marianne Lynghøj, 14, 2
Marianne Lynghøj, 15, 3
Marianne Lynghøj, 16, 2
Marianne Lynghøj, 17, 3
Marianne Lynghøj, 18, 3
Marianne Lynghøj, 19, 3
Marianne Lynghøj, 20, 3
Marianne Lynghøj, 21, 3
Marianne Lynghøj, 22, 3
Marianne Lynghøj, 23, 2
Marianne Lynghøj, 24, 2
Marianne Lynghøj, 25, 3
Carsten Kissmeyer, 1, 4
Carsten Kissmeyer, 2, 1
Carsten Kissmeyer, 3, 4
Carsten Kissmeyer, 4, 4
Carsten Kissmeyer, 5, 3
Carsten Kissmeyer, 6, 2
Carsten Kissmeyer, 7, 3
Carsten Kissmeyer, 8, 3
Carsten Kissmeyer, 9, 2
Carsten Kissmeyer, 10, 2
Carsten Kissmeyer, 11, 2
Carsten Kissmeyer, 12, 4
Carsten Kissmeyer, 13, 2
Carsten Kissmeyer, 14, 1
Carsten Kissmeyer, 15, 2
Carsten Kissmeyer, 16, 2
Carsten Kissmeyer, 17, 3
Carsten Kissmeyer, 18, 4
Carsten Kissmeyer, 19, 4
Carsten Kissmeyer, 20, 3
Carsten Kissmeyer, 21, 3
Carsten Kissmeyer, 22, 3
Carsten Kissmeyer, 23, 2
Carsten Kissmeyer, 24, 3
Carsten Kissmeyer, 25, 3
Alexandra Sasha, 2, 2
Alexandra Sasha, 3, 3
Alexandra Sasha, 4, 3
Alexandra Sasha, 5, 3
Alexandra Sasha, 6, 2
Alexandra Sasha, 7, 4
Alexandra Sasha, 8, 2
Alexandra Sasha, 9, 2
Alexandra Sasha, 10, 3
Alexandra Sasha, 11, 2
Alexandra Sasha, 12, 3
Alexandra Sasha, 13, 3
Alexandra Sasha, 14, 2
Alexandra Sasha, 15, 4
Alexandra Sasha, 16, 2
Alexandra Sasha, 17, 3
Alexandra Sasha, 18, 3
Alexandra Sasha, 19, 3
Alexandra Sasha, 20, 2
Alexandra Sasha, 21, 3
Alexandra Sasha, 22, 2
Alexandra Sasha, 23, 1
Alexandra Sasha, 24, 2
Jonas Pullich, 1, 4
Jonas Pullich, 2, 1
Jonas Pullich, 3, 3
Jonas Pullich, 4, 4
Jonas Pullich, 5, 3
Jonas Pullich, 6, 3
Jonas Pullich, 7, 4
Jonas Pullich, 8, 3
Jonas Pullich, 9, 2
Jonas Pullich, 10, 3
Jonas Pullich, 11, 2
Jonas Pullich, 12, 3
Jonas Pullich, 13, 3
Jonas Pullich, 14, 2
Jonas Pullich, 15, 3
Jonas Pullich, 16, 2
Jonas Pullich, 17, 3
Jonas Pullich, 18, 2
Jonas Pullich, 19, 2
Jonas Pullich, 20, 3
Jonas Pullich, 21, 4
Jonas Pullich, 22, 2
Jonas Pullich, 23, 2
Jonas Pullich, 24, 2
Jonas Pullich, 25, 3
Torsten Laksafoss Holbek, 1, 4
Torsten Laksafoss Holbek, 2, 1
Torsten Laksafoss Holbek, 3, 4
Torsten Laksafoss Holbek, 4, 4
Torsten Laksafoss Holbek, 5, 3
Torsten Laksafoss Holbek, 6, 3
Torsten Laksafoss Holbek, 7, 4
Torsten Laksafoss Holbek, 8, 2
Torsten Laksafoss Holbek, 9, 2
Torsten Laksafoss Holbek, 10, 4
Torsten Laksafoss Holbek, 11, 2
Torsten Laksafoss Holbek, 12, 4
Torsten Laksafoss Holbek, 13, 3
Torsten Laksafoss Holbek, 14, 1
Torsten Laksafoss Holbek, 15, 4
Torsten Laksafoss Holbek, 16, 1
Torsten Laksafoss Holbek, 17, 3
Torsten Laksafoss Holbek, 18, 3
Torsten Laksafoss Holbek, 19, 4
Torsten Laksafoss Holbek, 20, 3
Torsten Laksafoss Holbek, 21, 3
Torsten Laksafoss Holbek, 22, 3
Torsten Laksafoss Holbek, 23, 1
Torsten Laksafoss Holbek, 24, 2
Torsten Laksafoss Holbek, 25, 3
Thorbern Alexander Klingert, 1, 4
Thorbern Alexander Klingert, 2, 2
Thorbern Alexander Klingert, 3, 3
Thorbern Alexander Klingert, 4, 3
Thorbern Alexander Klingert, 5, 4
Thorbern Alexander Klingert, 6, 2
Thorbern Alexander Klingert, 7, 3
Thorbern Alexander Klingert, 8, 3
Thorbern Alexander Klingert, 9, 2
Thorbern Alexander Klingert, 10, 4
Thorbern Alexander Klingert, 11, 3
Thorbern Alexander Klingert, 12, 4
Thorbern Alexander Klingert, 13, 4
Thorbern Alexander Klingert, 14, 2
Thorbern Alexander Klingert, 15, 4
Thorbern Alexander Klingert, 16, 3
Thorbern Alexander Klingert, 17, 3
Thorbern Alexander Klingert, 18, 1
Thorbern Alexander Klingert, 19, 4
Thorbern Alexander Klingert, 20, 2
Thorbern Alexander Klingert, 21, 3
Thorbern Alexander Klingert, 22, 2
Thorbern Alexander Klingert, 23, 2
Thorbern Alexander Klingert, 24, 3
Thorbern Alexander Klingert, 25, 2
Jakob Vium Dyrman, 1, 4
Jakob Vium Dyrman, 2, 2
Jakob Vium Dyrman, 3, 3
Jakob Vium Dyrman, 4, 4
Jakob Vium Dyrman, 5, 3
Jakob Vium Dyrman, 6, 1
Jakob Vium Dyrman, 7, 3
Jakob Vium Dyrman, 8, 2
Jakob Vium Dyrman, 9, 1
Jakob Vium Dyrman, 10, 3
Jakob Vium Dyrman, 11, 4
Jakob Vium Dyrman, 12, 4
Jakob Vium Dyrman, 13, 3
Jakob Vium Dyrman, 14, 1
Jakob Vium Dyrman, 15, 3
Jakob Vium Dyrman, 16, 3
Jakob Vium Dyrman, 17, 2
Jakob Vium Dyrman, 18, 4
Jakob Vium Dyrman, 19, 4
Jakob Vium Dyrman, 20, 1
Jakob Vium Dyrman, 21, 3
Jakob Vium Dyrman, 22, 3
Jakob Vium Dyrman, 23, 1
Jakob Vium Dyrman, 24, 2
Jakob Vium Dyrman, 25, 3
Niels Plum, 1, 4
Niels Plum, 2, 1
Niels Plum, 3, 4
Niels Plum, 4, 4
Niels Plum, 5, 4
Niels Plum, 6, 3
Niels Plum, 7, 4
Niels Plum, 8, 4
Niels Plum, 9, 1
Niels Plum, 10, 4
Niels Plum, 11, 4
Niels Plum, 12, 4
Niels Plum, 13, 2
Niels Plum, 14, 1
Niels Plum, 15, 4
Niels Plum, 16, 3
Niels Plum, 17, 3
Niels Plum, 18, 4
Niels Plum, 19, 4
Niels Plum, 20, 3
Niels Plum, 21, 4
Niels Plum, 22, 4
Niels Plum, 23, 1
Niels Plum, 24, 1
Niels Plum, 25, 1
Kristoffer Storm, 1, 2
Kristoffer Storm, 2, 3
Kristoffer Storm, 3, 3
Kristoffer Storm, 4, 3
Kristoffer Storm, 5, 1
Kristoffer Storm, 6, 2
Kristoffer Storm, 7, 4
Kristoffer Storm, 8, 2
Kristoffer Storm, 9, 3
Kristoffer Storm, 10, 4
Kristoffer Storm, 11, 1
Kristoffer Storm, 12, 3
Kristoffer Storm, 13, 4
Kristoffer Storm, 14, 3
Kristoffer Storm, 15, 4
Kristoffer Storm, 16, 1
Kristoffer Storm, 17, 2
Kristoffer Storm, 18, 4
Kristoffer Storm, 19, 4
Kristoffer Storm, 20, 1
Kristoffer Storm, 21, 3
Kristoffer Storm, 22, 1
Kristoffer Storm, 23, 1
Kristoffer Storm, 24, 2
Kristoffer Storm, 25, 1
Vivi Altenburg, 1, 3
Vivi Altenburg, 2, 3
Vivi Altenburg, 3, 3
Vivi Altenburg, 4, 3
Vivi Altenburg, 5, 1
Vivi Altenburg, 6, 2
Vivi Altenburg, 7, 4
Vivi Altenburg, 8, 2
Vivi Altenburg, 9, 3
Vivi Altenburg, 10, 4
Vivi Altenburg, 11, 1
Vivi Altenburg, 12, 3
Vivi Altenburg, 13, 4
Vivi Altenburg, 14, 3
Vivi Altenburg, 15, 4
Vivi Altenburg, 16, 1
Vivi Altenburg, 17, 1
Vivi Altenburg, 18, 4
Vivi Altenburg, 19, 4
Vivi Altenburg, 20, 1
Vivi Altenburg, 21, 3
Vivi Altenburg, 22, 1
Vivi Altenburg, 23, 1
Vivi Altenburg, 24, 2
Vivi Altenburg, 25, 1
Magnus Bigum, 1, 2
Magnus Bigum, 2, 4
Magnus Bigum, 3, 3
Magnus Bigum, 4, 3
Magnus Bigum, 5, 1
Magnus Bigum, 6, 2
Magnus Bigum, 7, 4
Magnus Bigum, 8, 1
Magnus Bigum, 9, 4
Magnus Bigum, 10, 4
Magnus Bigum, 11, 1
Magnus Bigum, 12, 4
Magnus Bigum, 13, 4
Magnus Bigum, 14, 2
Magnus Bigum, 15, 4
Magnus Bigum, 16, 1
Magnus Bigum, 17, 1
Magnus Bigum, 18, 4
Magnus Bigum, 19, 4
Magnus Bigum, 20, 1
Magnus Bigum, 21, 4
Magnus Bigum, 22, 1
Magnus Bigum, 23, 1
Magnus Bigum, 24, 2
Magnus Bigum, 25, 1
Benny Bindslev, 1, 2
Benny Bindslev, 2, 3
Benny Bindslev, 3, 2
Benny Bindslev, 4, 4
Benny Bindslev, 5, 1
Benny Bindslev, 6, 2
Benny Bindslev, 7, 4
Benny Bindslev, 8, 2
Benny Bindslev, 9, 3
Benny Bindslev, 10, 4
Benny Bindslev, 11, 1
Benny Bindslev, 12, 4
Benny Bindslev, 13, 4
Benny Bindslev, 14, 3
Benny Bindslev, 15, 4
Benny Bindslev, 16, 1
Benny Bindslev, 17, 1
Benny Bindslev, 18, 4
Benny Bindslev, 19, 4
Benny Bindslev, 20, 1
Benny Bindslev, 21, 3
Benny Bindslev, 22, 1
Benny Bindslev, 23, 1
Benny Bindslev, 24, 1
Benny Bindslev, 25, 1
Lars Bregnbak, 1, 4
Lars Bregnbak, 2, 3
Lars Bregnbak, 3, 3
Lars Bregnbak, 4, 3
Lars Bregnbak, 5, 2
Lars Bregnbak, 6, 2
Lars Bregnbak, 7, 3
Lars Bregnbak, 8, 2
Lars Bregnbak, 9, 3
Lars Bregnbak, 10, 4
Lars Bregnbak, 11, 2
Lars Bregnbak, 12, 4
Lars Bregnbak, 13, 4
Lars Bregnbak, 14, 3
Lars Bregnbak, 15, 4
Lars Bregnbak, 16, 2
Lars Bregnbak, 17, 2
Lars Bregnbak, 18, 4
Lars Bregnbak, 19, 4
Lars Bregnbak, 20, 1
Lars Bregnbak, 21, 3
Lars Bregnbak, 22, 4
Lars Bregnbak, 23, 1
Lars Bregnbak, 24, 2
Lars Bregnbak, 25, 2
Susanne Damsgaard, 1, 2
Susanne Damsgaard, 2, 3
Susanne Damsgaard, 3, 3
Susanne Damsgaard, 4, 3
Susanne Damsgaard, 5, 1
Susanne Damsgaard, 6, 2
Susanne Damsgaard, 7, 4
Susanne Damsgaard, 8, 2
Susanne Damsgaard, 9, 3
Susanne Damsgaard, 10, 4
Susanne Damsgaard, 11, 1
Susanne Damsgaard, 12, 3
Susanne Damsgaard, 13, 4
Susanne Damsgaard, 14, 4
Susanne Damsgaard, 15, 4
Susanne Damsgaard, 16, 1
Susanne Damsgaard, 17, 1
Susanne Damsgaard, 18, 4
Susanne Damsgaard, 19, 4
Susanne Damsgaard, 20, 1
Susanne Damsgaard, 21, 3
Susanne Damsgaard, 22, 1
Susanne Damsgaard, 23, 1
Susanne Damsgaard, 24, 2
Susanne Damsgaard, 25, 1
Karen Lia Fromm-Christiansen, 1, 2
Karen Lia Fromm-Christiansen, 2, 3
Karen Lia Fromm-Christiansen, 3, 3
Karen Lia Fromm-Christiansen, 4, 4
Karen Lia Fromm-Christiansen, 5, 1
Karen Lia Fromm-Christiansen, 6, 2
Karen Lia Fromm-Christiansen, 7, 4
Karen Lia Fromm-Christiansen, 8, 2
Karen Lia Fromm-Christiansen, 9, 4
Karen Lia Fromm-Christiansen, 10, 4
Karen Lia Fromm-Christiansen, 11, 1
Karen Lia Fromm-Christiansen, 12, 4
Karen Lia Fromm-Christiansen, 13, 4
Karen Lia Fromm-Christiansen, 14, 3
Karen Lia Fromm-Christiansen, 15, 4
Karen Lia Fromm-Christiansen, 16, 1
Karen Lia Fromm-Christiansen, 17, 1
Karen Lia Fromm-Christiansen, 18, 4
Karen Lia Fromm-Christiansen, 19, 4
Karen Lia Fromm-Christiansen, 20, 1
Karen Lia Fromm-Christiansen, 21, 3
Karen Lia Fromm-Christiansen, 22, 1
Karen Lia Fromm-Christiansen, 23, 1
Karen Lia Fromm-Christiansen, 24, 1
Karen Lia Fromm-Christiansen, 25, 1
Annette Giuranna, 1, 2
Annette Giuranna, 2, 3
Annette Giuranna, 3, 3
Annette Giuranna, 4, 3
Annette Giuranna, 5, 1
Annette Giuranna, 6, 2
Annette Giuranna, 7, 4
Annette Giuranna, 8, 2
Annette Giuranna, 9, 3
Annette Giuranna, 10, 4
Annette Giuranna, 11, 1
Annette Giuranna, 12, 3
Annette Giuranna, 13, 4
Annette Giuranna, 14, 3
Annette Giuranna, 15, 4
Annette Giuranna, 16, 1
Annette Giuranna, 17, 1
Annette Giuranna, 18, 3
Annette Giuranna, 19, 4
Annette Giuranna, 20, 1
Annette Giuranna, 21, 3
Annette Giuranna, 22, 1
Annette Giuranna, 23, 1
Annette Giuranna, 24, 2
Annette Giuranna, 25, 1
Renate Hendriksen, 1, 2
Renate Hendriksen, 2, 3
Renate Hendriksen, 3, 3
Renate Hendriksen, 4, 3
Renate Hendriksen, 5, 1
Renate Hendriksen, 6, 2
Renate Hendriksen, 7, 4
Renate Hendriksen, 8, 2
Renate Hendriksen, 9, 3
Renate Hendriksen, 10, 4
Renate Hendriksen, 11, 1
Renate Hendriksen, 12, 3
Renate Hendriksen, 13, 4
Renate Hendriksen, 14, 3
Renate Hendriksen, 15, 4
Renate Hendriksen, 16, 1
Renate Hendriksen, 17, 1
Renate Hendriksen, 18, 4
Renate Hendriksen, 19, 4
Renate Hendriksen, 20, 1
Renate Hendriksen, 21, 3
Renate Hendriksen, 22, 1
Renate Hendriksen, 23, 1
Renate Hendriksen, 24, 2
Renate Hendriksen, 25, 1
Anton Rosenstrøm Laursen, 1, 2
Anton Rosenstrøm Laursen, 2, 3
Anton Rosenstrøm Laursen, 3, 3
Anton Rosenstrøm Laursen, 4, 3
Anton Rosenstrøm Laursen, 5, 1
Anton Rosenstrøm Laursen, 6, 1
Anton Rosenstrøm Laursen, 7, 3
Anton Rosenstrøm Laursen, 8, 2
Anton Rosenstrøm Laursen, 9, 2
Anton Rosenstrøm Laursen, 10, 4
Anton Rosenstrøm Laursen, 11, 1
Anton Rosenstrøm Laursen, 12, 3
Anton Rosenstrøm Laursen, 13, 4
Anton Rosenstrøm Laursen, 14, 3
Anton Rosenstrøm Laursen, 15, 4
Anton Rosenstrøm Laursen, 16, 1
Anton Rosenstrøm Laursen, 17, 2
Anton Rosenstrøm Laursen, 18, 4
Anton Rosenstrøm Laursen, 19, 4
Anton Rosenstrøm Laursen, 20, 1
Anton Rosenstrøm Laursen, 21, 3
Anton Rosenstrøm Laursen, 22, 1
Anton Rosenstrøm Laursen, 23, 1
Anton Rosenstrøm Laursen, 24, 2
Anton Rosenstrøm Laursen, 25, 1
Dina Person, 1, 3
Dina Person, 2, 4
Dina Person, 3, 4
Dina Person, 4, 4
Dina Person, 5, 1
Dina Person, 6, 1
Dina Person, 7, 3
Dina Person, 8, 2
Dina Person, 9, 3
Dina Person, 10, 4
Dina Person, 11, 1
Dina Person, 12, 4
Dina Person, 13, 4
Dina Person, 14, 2
Dina Person, 15, 4
Dina Person, 16, 2
Dina Person, 17, 2
Dina Person, 18, 3
Dina Person, 19, 4
Dina Person, 20, 1
Dina Person, 21, 3
Dina Person, 22, 2
Dina Person, 23, 1
Dina Person, 24, 2
Dina Person, 25, 2
Erik Poulsen, 1, 3
Erik Poulsen, 2, 2
Erik Poulsen, 3, 4
Erik Poulsen, 4, 4
Erik Poulsen, 5, 2
Erik Poulsen, 6, 2
Erik Poulsen, 7, 3
Erik Poulsen, 8, 3
Erik Poulsen, 9, 3
Erik Poulsen, 10, 4
Erik Poulsen, 11, 3
Erik Poulsen, 12, 4
Erik Poulsen, 13, 3
Erik Poulsen, 14, 1
Erik Poulsen, 15, 4
Erik Poulsen, 16, 2
Erik Poulsen, 17, 1
Erik Poulsen, 18, 4
Erik Poulsen, 19, 4
Erik Poulsen, 20, 1
Erik Poulsen, 21, 3
Erik Poulsen, 22, 2
Erik Poulsen, 23, 1
Erik Poulsen, 24, 3
Erik Poulsen, 25, 2
Claus Bisgaard Skovmose, 1, 3
Claus Bisgaard Skovmose, 2, 3
Claus Bisgaard Skovmose, 3, 3
Claus Bisgaard Skovmose, 4, 2
Claus Bisgaard Skovmose, 5, 2
Claus Bisgaard Skovmose, 6, 1
Claus Bisgaard Skovmose, 7, 4
Claus Bisgaard Skovmose, 8, 2
Claus Bisgaard Skovmose, 9, 3
Claus Bisgaard Skovmose, 10, 3
Claus Bisgaard Skovmose, 11, 1
Claus Bisgaard Skovmose, 12, 3
Claus Bisgaard Skovmose, 13, 3
Claus Bisgaard Skovmose, 14, 2
Claus Bisgaard Skovmose, 15, 2
Claus Bisgaard Skovmose, 16, 3
Claus Bisgaard Skovmose, 17, 2
Claus Bisgaard Skovmose, 18, 4
Claus Bisgaard Skovmose, 19, 4
Claus Bisgaard Skovmose, 20, 1
Claus Bisgaard Skovmose, 21, 3
Claus Bisgaard Skovmose, 22, 1
Claus Bisgaard Skovmose, 23, 1
Claus Bisgaard Skovmose, 24, 1
Claus Bisgaard Skovmose, 25, 1
Bent Juul Sørensen, 1, 4
Bent Juul Sørensen, 2, 2
Bent Juul Sørensen, 3, 3
Bent Juul Sørensen, 4, 4
Bent Juul Sørensen, 5, 2
Bent Juul Sørensen, 6, 1
Bent Juul Sørensen, 7, 3
Bent Juul Sørensen, 8, 4
Bent Juul Sørensen, 9, 4
Bent Juul Sørensen, 10, 4
Bent Juul Sørensen, 11, 2
Bent Juul Sørensen, 12, 3
Bent Juul Sørensen, 13, 3
Bent Juul Sørensen, 14, 3
Bent Juul Sørensen, 15, 3
Bent Juul Sørensen, 16, 2
Bent Juul Sørensen, 17, 2
Bent Juul Sørensen, 18, 4
Bent Juul Sørensen, 19, 3
Bent Juul Sørensen, 20, 1
Bent Juul Sørensen, 21, 4
Bent Juul Sørensen, 22, 4
Bent Juul Sørensen, 23, 1
Bent Juul Sørensen, 24, 2
Bent Juul Sørensen, 25, 1
Nikolaj Vang, 1, 2
Nikolaj Vang, 2, 3
Nikolaj Vang, 3, 4
Nikolaj Vang, 4, 3
Nikolaj Vang, 5, 2
Nikolaj Vang, 6, 2
Nikolaj Vang, 7, 3
Nikolaj Vang, 8, 2
Nikolaj Vang, 9, 3
Nikolaj Vang, 10, 4
Nikolaj Vang, 11, 1
Nikolaj Vang, 12, 3
Nikolaj Vang, 13, 4
Nikolaj Vang, 14, 2
Nikolaj Vang, 15, 3
Nikolaj Vang, 16, 1
Nikolaj Vang, 17, 2
Nikolaj Vang, 18, 4
Nikolaj Vang, 19, 4
Nikolaj Vang, 20, 1
Nikolaj Vang, 21, 3
Nikolaj Vang, 22, 2
Nikolaj Vang, 23, 1
Nikolaj Vang, 24, 3
Nikolaj Vang, 25, 3
Morten Vehl Revsbeck, 1, 4
Morten Vehl Revsbeck, 2, 3
Morten Vehl Revsbeck, 3, 2
Morten Vehl Revsbeck, 4, 3
Morten Vehl Revsbeck, 5, 4
Morten Vehl Revsbeck, 6, 3
Morten Vehl Revsbeck, 7, 4
Morten Vehl Revsbeck, 8, 3
Morten Vehl Revsbeck, 9, 3
Morten Vehl Revsbeck, 10, 4
Morten Vehl Revsbeck, 11, 2
Morten Vehl Revsbeck, 12, 4
Morten Vehl Revsbeck, 13, 4
