Kandidat, Spørgsmål, Svar
Morten Vehl Revsbeck, 14, 3
Morten Vehl Revsbeck, 15, 3
Morten Vehl Revsbeck, 16, 2
Morten Vehl Revsbeck, 17, 1
Morten Vehl Revsbeck, 18, 3
Morten Vehl Revsbeck, 19, 4
Morten Vehl Revsbeck, 20, 1
Morten Vehl Revsbeck, 21, 3
Morten Vehl Revsbeck, 22, 1
Morten Vehl Revsbeck, 23, 1
Morten Vehl Revsbeck, 24, 2
Morten Vehl Revsbeck, 25, 2
Bob Richard Nielsen, 1, 2
Bob Richard Nielsen, 2, 3
Bob Richard Nielsen, 3, 3
Bob Richard Nielsen, 4, 3
Bob Richard Nielsen, 5, 1
Bob Richard Nielsen, 6, 2
Bob Richard Nielsen, 7, 4
Bob Richard Nielsen, 8, 2
Bob Richard Nielsen, 9, 3
Bob Richard Nielsen, 10, 4
Bob Richard Nielsen, 11, 1
Bob Richard Nielsen, 12, 3
Bob Richard Nielsen, 13, 4
Bob Richard Nielsen, 14, 3
Bob Richard Nielsen, 15, 4
Bob Richard Nielsen, 16, 1
Bob Richard Nielsen, 17, 2
Bob Richard Nielsen, 18, 4
Bob Richard Nielsen, 19, 4
Bob Richard Nielsen, 20, 1
Bob Richard Nielsen, 21, 2
Bob Richard Nielsen, 22, 1
Bob Richard Nielsen, 23, 1
Bob Richard Nielsen, 24, 2
Bob Richard Nielsen, 25, 1
Per Clausen, 1, 3
Per Clausen, 2, 2
Per Clausen, 3, 3
Per Clausen, 4, 4
Per Clausen, 5, 3
Per Clausen, 6, 4
Per Clausen, 7, 1
Per Clausen, 8, 4
Per Clausen, 9, 1
Per Clausen, 10, 1
Per Clausen, 11, 1
Per Clausen, 12, 2
Per Clausen, 13, 1
Per Clausen, 14, 1
Per Clausen, 15, 4
Per Clausen, 16, 4
Per Clausen, 17, 4
Per Clausen, 18, 2
Per Clausen, 19, 1
Per Clausen, 20, 4
Per Clausen, 21, 4
Per Clausen, 22, 4
Per Clausen, 23, 4
Per Clausen, 24, 2
Per Clausen, 25, 4
Frederikke Hellemann, 1, 4
Frederikke Hellemann, 2, 2
Frederikke Hellemann, 3, 3
Frederikke Hellemann, 4, 4
Frederikke Hellemann, 5, 4
Frederikke Hellemann, 6, 3
Frederikke Hellemann, 7, 2
Frederikke Hellemann, 8, 4
Frederikke Hellemann, 9, 1
Frederikke Hellemann, 10, 1
Frederikke Hellemann, 11, 2
Frederikke Hellemann, 12, 3
Frederikke Hellemann, 13, 1
Frederikke Hellemann, 14, 2
Frederikke Hellemann, 15, 4
Frederikke Hellemann, 16, 4
Frederikke Hellemann, 17, 4
Frederikke Hellemann, 18, 1
Frederikke Hellemann, 19, 1
Frederikke Hellemann, 20, 4
Frederikke Hellemann, 21, 4
Frederikke Hellemann, 22, 3
Frederikke Hellemann, 23, 3
Frederikke Hellemann, 24, 2
Frederikke Hellemann, 25, 4
Nana Højlund, 1, 3
Nana Højlund, 2, 1
Nana Højlund, 3, 3
Nana Højlund, 4, 4
Nana Højlund, 5, 2
Nana Højlund, 6, 3
Nana Højlund, 7, 3
Nana Højlund, 8, 4
Nana Højlund, 9, 1
Nana Højlund, 10, 1
Nana Højlund, 11, 3
Nana Højlund, 12, 3
Nana Højlund, 13, 1
Nana Højlund, 14, 3
Nana Højlund, 15, 4
Nana Højlund, 16, 4
Nana Højlund, 17, 4
Nana Højlund, 18, 2
Nana Højlund, 19, 1
Nana Højlund, 20, 3
Nana Højlund, 21, 4
Nana Højlund, 22, 4
Nana Højlund, 23, 4
Nana Højlund, 24, 3
Nana Højlund, 25, 4
Ludvig Goldschmidt, 1, 4
Ludvig Goldschmidt, 2, 1
Ludvig Goldschmidt, 3, 3
Ludvig Goldschmidt, 4, 4
Ludvig Goldschmidt, 5, 4
Ludvig Goldschmidt, 6, 4
Ludvig Goldschmidt, 7, 2
Ludvig Goldschmidt, 8, 4
Ludvig Goldschmidt, 9, 1
Ludvig Goldschmidt, 10, 1
Ludvig Goldschmidt, 11, 2
Ludvig Goldschmidt, 12, 3
Ludvig Goldschmidt, 13, 1
Ludvig Goldschmidt, 14, 1
Ludvig Goldschmidt, 15, 4
Ludvig Goldschmidt, 16, 4
Ludvig Goldschmidt, 17, 4
Ludvig Goldschmidt, 18, 1
Ludvig Goldschmidt, 19, 1
Ludvig Goldschmidt, 20, 4
Ludvig Goldschmidt, 21, 4
Ludvig Goldschmidt, 22, 4
Ludvig Goldschmidt, 23, 3
Ludvig Goldschmidt, 24, 2
Ludvig Goldschmidt, 25, 4
Asta Kofod, 1, 3
Asta Kofod, 2, 2
Asta Kofod, 3, 3
Asta Kofod, 4, 3
Asta Kofod, 5, 3
Asta Kofod, 6, 3
Asta Kofod, 7, 2
Asta Kofod, 8, 4
Asta Kofod, 9, 1
Asta Kofod, 10, 1
Asta Kofod, 11, 3
Asta Kofod, 12, 3
Asta Kofod, 13, 1
Asta Kofod, 14, 2
Asta Kofod, 15, 4
Asta Kofod, 16, 4
Asta Kofod, 17, 4
Asta Kofod, 18, 1
Asta Kofod, 19, 1
Asta Kofod, 20, 3
Asta Kofod, 21, 4
Asta Kofod, 22, 4
Asta Kofod, 23, 3
Asta Kofod, 24, 3
Asta Kofod, 25, 4
Reinout Bosch, 1, 3
Reinout Bosch, 2, 1
Reinout Bosch, 3, 4
Reinout Bosch, 4, 4
Reinout Bosch, 5, 1
Reinout Bosch, 6, 4
Reinout Bosch, 7, 1
Reinout Bosch, 8, 4
Reinout Bosch, 9, 1
Reinout Bosch, 10, 1
Reinout Bosch, 11, 1
Reinout Bosch, 12, 1
Reinout Bosch, 13, 1
Reinout Bosch, 14, 2
Reinout Bosch, 15, 3
Reinout Bosch, 16, 4
Reinout Bosch, 17, 4
Reinout Bosch, 18, 1
Reinout Bosch, 19, 1
Reinout Bosch, 20, 4
Reinout Bosch, 21, 4
Reinout Bosch, 22, 3
Reinout Bosch, 23, 4
Reinout Bosch, 24, 1
Reinout Bosch, 25, 4
Torsten Ringgaard, 1, 2
Torsten Ringgaard, 2, 1
Torsten Ringgaard, 3, 4
Torsten Ringgaard, 4, 4
Torsten Ringgaard, 5, 2
Torsten Ringgaard, 6, 4
Torsten Ringgaard, 7, 1
Torsten Ringgaard, 8, 4
Torsten Ringgaard, 9, 1
Torsten Ringgaard, 10, 1
Torsten Ringgaard, 11, 1
Torsten Ringgaard, 12, 2
Torsten Ringgaard, 13, 1
Torsten Ringgaard, 14, 1
Torsten Ringgaard, 15, 4
Torsten Ringgaard, 16, 4
Torsten Ringgaard, 17, 4
Torsten Ringgaard, 18, 1
Torsten Ringgaard, 19, 1
Torsten Ringgaard, 20, 3
Torsten Ringgaard, 21, 4
Torsten Ringgaard, 22, 3
Torsten Ringgaard, 23, 3
Torsten Ringgaard, 24, 2
Torsten Ringgaard, 25, 4
Stine Ry Andersen, 1, 3
Stine Ry Andersen, 2, 1
Stine Ry Andersen, 3, 3
Stine Ry Andersen, 4, 4
Stine Ry Andersen, 5, 4
Stine Ry Andersen, 6, 3
Stine Ry Andersen, 7, 3
Stine Ry Andersen, 8, 4
Stine Ry Andersen, 9, 1
Stine Ry Andersen, 10, 1
Stine Ry Andersen, 11, 3
Stine Ry Andersen, 12, 2
Stine Ry Andersen, 13, 1
Stine Ry Andersen, 14, 1
Stine Ry Andersen, 15, 4
Stine Ry Andersen, 16, 4
Stine Ry Andersen, 17, 4
Stine Ry Andersen, 18, 3
Stine Ry Andersen, 19, 1
Stine Ry Andersen, 20, 4
Stine Ry Andersen, 21, 4
Stine Ry Andersen, 22, 3
Stine Ry Andersen, 23, 3
Stine Ry Andersen, 24, 2
Stine Ry Andersen, 25, 4
Selma Bolø, 1, 3
Selma Bolø, 2, 1
Selma Bolø, 3, 3
Selma Bolø, 4, 3
Selma Bolø, 5, 3
Selma Bolø, 6, 4
Selma Bolø, 7, 1
Selma Bolø, 8, 4
Selma Bolø, 9, 1
Selma Bolø, 10, 1
Selma Bolø, 11, 3
Selma Bolø, 12, 3
Selma Bolø, 13, 1
Selma Bolø, 14, 2
Selma Bolø, 15, 4
Selma Bolø, 16, 4
Selma Bolø, 17, 4
Selma Bolø, 18, 2
Selma Bolø, 19, 1
Selma Bolø, 20, 4
Selma Bolø, 21, 4
Selma Bolø, 22, 3
Selma Bolø, 23, 4
Selma Bolø, 24, 2
Selma Bolø, 25, 4
Victoria Velasquez, 1, 2
Victoria Velasquez, 2, 2
Victoria Velasquez, 3, 3
Victoria Velasquez, 4, 3
Victoria Velasquez, 5, 2
Victoria Velasquez, 6, 3
Victoria Velasquez, 7, 2
Victoria Velasquez, 8, 4
Victoria Velasquez, 9, 2
Victoria Velasquez, 10, 1
Victoria Velasquez, 11, 1
Victoria Velasquez, 12, 1
Victoria Velasquez, 13, 1
Victoria Velasquez, 14, 2
Victoria Velasquez, 15, 3
Victoria Velasquez, 16, 4
Victoria Velasquez, 17, 3
Victoria Velasquez, 18, 2
Victoria Velasquez, 19, 1
Victoria Velasquez, 20, 2
Victoria Velasquez, 21, 4
Victoria Velasquez, 22, 4
Victoria Velasquez, 23, 2
Victoria Velasquez, 24, 2
Victoria Velasquez, 25, 4
Ibrahim Benli, 1, 3
Ibrahim Benli, 2, 1
Ibrahim Benli, 3, 3
Ibrahim Benli, 4, 3
Ibrahim Benli, 5, 3
Ibrahim Benli, 6, 2
Ibrahim Benli, 7, 1
Ibrahim Benli, 8, 4
Ibrahim Benli, 9, 1
Ibrahim Benli, 10, 1
Ibrahim Benli, 11, 3
Ibrahim Benli, 12, 2
Ibrahim Benli, 13, 1
Ibrahim Benli, 14, 1
Ibrahim Benli, 15, 3
Ibrahim Benli, 16, 4
Ibrahim Benli, 17, 4
Ibrahim Benli, 18, 1
Ibrahim Benli, 19, 1
Ibrahim Benli, 20, 4
Ibrahim Benli, 21, 4
Ibrahim Benli, 22, 4
Ibrahim Benli, 23, 4
Ibrahim Benli, 24, 3
Ibrahim Benli, 25, 4
Christian Schmidt Jacobsen, 1, 2
Christian Schmidt Jacobsen, 2, 1
Christian Schmidt Jacobsen, 3, 3
Christian Schmidt Jacobsen, 4, 4
Christian Schmidt Jacobsen, 5, 2
Christian Schmidt Jacobsen, 6, 4
Christian Schmidt Jacobsen, 7, 1
Christian Schmidt Jacobsen, 8, 4
Christian Schmidt Jacobsen, 9, 1
Christian Schmidt Jacobsen, 10, 1
Christian Schmidt Jacobsen, 11, 1
Christian Schmidt Jacobsen, 12, 1
Christian Schmidt Jacobsen, 13, 1
Christian Schmidt Jacobsen, 14, 1
Christian Schmidt Jacobsen, 15, 4
Christian Schmidt Jacobsen, 16, 4
Christian Schmidt Jacobsen, 17, 4
Christian Schmidt Jacobsen, 18, 2
Christian Schmidt Jacobsen, 19, 1
Christian Schmidt Jacobsen, 20, 4
Christian Schmidt Jacobsen, 21, 4
Christian Schmidt Jacobsen, 22, 4
Christian Schmidt Jacobsen, 23, 3
Christian Schmidt Jacobsen, 24, 2
Christian Schmidt Jacobsen, 25, 4
Runa Friis Hansen, 1, 2
Runa Friis Hansen, 2, 2
Runa Friis Hansen, 3, 3
Runa Friis Hansen, 4, 3
Runa Friis Hansen, 5, 2
Runa Friis Hansen, 6, 4
Runa Friis Hansen, 7, 2
Runa Friis Hansen, 8, 4
Runa Friis Hansen, 9, 1
Runa Friis Hansen, 10, 1
Runa Friis Hansen, 11, 2
Runa Friis Hansen, 12, 2
Runa Friis Hansen, 13, 2
Runa Friis Hansen, 14, 3
Runa Friis Hansen, 15, 4
Runa Friis Hansen, 16, 3
Runa Friis Hansen, 17, 4
Runa Friis Hansen, 18, 3
Runa Friis Hansen, 19, 1
Runa Friis Hansen, 20, 3
Runa Friis Hansen, 21, 4
Runa Friis Hansen, 22, 2
Runa Friis Hansen, 23, 1
Runa Friis Hansen, 24, 2
Runa Friis Hansen, 25, 4
Clara Turms, 1, 4
Clara Turms, 2, 1
Clara Turms, 3, 3
Clara Turms, 4, 4
Clara Turms, 5, 4
Clara Turms, 6, 4
Clara Turms, 7, 1
Clara Turms, 8, 4
Clara Turms, 9, 1
Clara Turms, 10, 1
Clara Turms, 11, 3
Clara Turms, 12, 1
Clara Turms, 13, 1
Clara Turms, 14, 2
Clara Turms, 15, 4
Clara Turms, 16, 4
Clara Turms, 17, 4
Clara Turms, 18, 1
Clara Turms, 19, 1
Clara Turms, 20, 4
Clara Turms, 21, 4
Clara Turms, 22, 4
Clara Turms, 23, 4
Clara Turms, 24, 2
Clara Turms, 25, 4
Jan Kristoffersen, 1, 4
Jan Kristoffersen, 2, 1
Jan Kristoffersen, 3, 3
Jan Kristoffersen, 4, 4
Jan Kristoffersen, 5, 4
Jan Kristoffersen, 6, 4
Jan Kristoffersen, 7, 2
Jan Kristoffersen, 8, 4
Jan Kristoffersen, 9, 1
Jan Kristoffersen, 10, 3
Jan Kristoffersen, 11, 4
Jan Kristoffersen, 12, 2
Jan Kristoffersen, 13, 2
Jan Kristoffersen, 14, 1
Jan Kristoffersen, 15, 2
Jan Kristoffersen, 16, 4
Jan Kristoffersen, 17, 4
Jan Kristoffersen, 18, 2
Jan Kristoffersen, 19, 2
Jan Kristoffersen, 20, 3
Jan Kristoffersen, 21, 4
Jan Kristoffersen, 22, 3
Jan Kristoffersen, 23, 3
Jan Kristoffersen, 24, 1
Jan Kristoffersen, 25, 3
Karoline Lindgaard, 1, 4
Karoline Lindgaard, 2, 1
Karoline Lindgaard, 3, 3
Karoline Lindgaard, 4, 4
Karoline Lindgaard, 5, 4
Karoline Lindgaard, 6, 3
Karoline Lindgaard, 7, 2
Karoline Lindgaard, 8, 4
Karoline Lindgaard, 9, 1
Karoline Lindgaard, 10, 1
Karoline Lindgaard, 11, 2
Karoline Lindgaard, 12, 2
Karoline Lindgaard, 13, 1
Karoline Lindgaard, 14, 2
Karoline Lindgaard, 15, 3
Karoline Lindgaard, 16, 4
Karoline Lindgaard, 17, 4
Karoline Lindgaard, 18, 1
Karoline Lindgaard, 19, 1
Karoline Lindgaard, 20, 4
Karoline Lindgaard, 21, 4
Karoline Lindgaard, 22, 4
Karoline Lindgaard, 23, 4
Karoline Lindgaard, 24, 2
Karoline Lindgaard, 25, 4
Petar Socevic, 1, 3
Petar Socevic, 2, 2
Petar Socevic, 3, 3
Petar Socevic, 4, 3
Petar Socevic, 5, 3
Petar Socevic, 6, 3
Petar Socevic, 7, 3
Petar Socevic, 8, 4
Petar Socevic, 9, 1
Petar Socevic, 10, 2
Petar Socevic, 11, 2
Petar Socevic, 12, 2
Petar Socevic, 13, 2
Petar Socevic, 14, 2
Petar Socevic, 15, 3
Petar Socevic, 16, 4
Petar Socevic, 17, 3
Petar Socevic, 18, 1
Petar Socevic, 19, 2
Petar Socevic, 20, 3
Petar Socevic, 21, 4
Petar Socevic, 22, 3
Petar Socevic, 23, 3
Petar Socevic, 24, 2
Petar Socevic, 25, 4
Nilas Bay-Foged, 1, 4
Nilas Bay-Foged, 2, 1
Nilas Bay-Foged, 3, 3
Nilas Bay-Foged, 4, 4
Nilas Bay-Foged, 5, 3
Nilas Bay-Foged, 6, 3
Nilas Bay-Foged, 7, 1
Nilas Bay-Foged, 8, 4
Nilas Bay-Foged, 9, 1
Nilas Bay-Foged, 10, 3
Nilas Bay-Foged, 11, 2
Nilas Bay-Foged, 12, 2
Nilas Bay-Foged, 13, 2
Nilas Bay-Foged, 14, 1
Nilas Bay-Foged, 15, 2
Nilas Bay-Foged, 16, 4
Nilas Bay-Foged, 17, 4
Nilas Bay-Foged, 18, 2
Nilas Bay-Foged, 19, 2
Nilas Bay-Foged, 20, 4
Nilas Bay-Foged, 21, 4
Nilas Bay-Foged, 22, 4
Nilas Bay-Foged, 23, 4
Nilas Bay-Foged, 24, 2
Nilas Bay-Foged, 25, 3
Sofie Groth, 1, 4
Sofie Groth, 2, 1
Sofie Groth, 3, 3
Sofie Groth, 4, 3
Sofie Groth, 5, 4
Sofie Groth, 6, 3
Sofie Groth, 7, 3
Sofie Groth, 8, 4
Sofie Groth, 9, 1
Sofie Groth, 10, 2
Sofie Groth, 11, 2
Sofie Groth, 12, 2
Sofie Groth, 13, 2
Sofie Groth, 14, 2
Sofie Groth, 15, 3
Sofie Groth, 16, 4
Sofie Groth, 17, 4
Sofie Groth, 18, 2
Sofie Groth, 19, 2
Sofie Groth, 20, 3
Sofie Groth, 21, 4
Sofie Groth, 22, 3
Sofie Groth, 23, 3
Sofie Groth, 24, 2
Sofie Groth, 25, 4
Jørn Grønkjær, 1, 4
Jørn Grønkjær, 2, 1
Jørn Grønkjær, 3, 4
Jørn Grønkjær, 4, 4
Jørn Grønkjær, 5, 4
Jørn Grønkjær, 6, 3
Jørn Grønkjær, 7, 3
Jørn Grønkjær, 8, 4
Jørn Grønkjær, 9, 1
Jørn Grønkjær, 10, 3
Jørn Grønkjær, 11, 4
Jørn Grønkjær, 12, 2
Jørn Grønkjær, 13, 4
Jørn Grønkjær, 14, 1
Jørn Grønkjær, 15, 1
Jørn Grønkjær, 16, 4
Jørn Grønkjær, 17, 3
Jørn Grønkjær, 18, 3
Jørn Grønkjær, 19, 3
Jørn Grønkjær, 20, 4
Jørn Grønkjær, 21, 4
Jørn Grønkjær, 22, 3
Jørn Grønkjær, 23, 4
Jørn Grønkjær, 24, 2
Jørn Grønkjær, 25, 4
Valentina Crast, 1, 4
Valentina Crast, 2, 1
Valentina Crast, 3, 3
Valentina Crast, 4, 4
Valentina Crast, 5, 4
Valentina Crast, 6, 3
Valentina Crast, 7, 2
Valentina Crast, 8, 4
Valentina Crast, 9, 1
Valentina Crast, 10, 1
Valentina Crast, 11, 2
Valentina Crast, 12, 2
Valentina Crast, 13, 2
Valentina Crast, 14, 1
Valentina Crast, 15, 1
Valentina Crast, 16, 4
Valentina Crast, 17, 4
Valentina Crast, 18, 1
Valentina Crast, 19, 1
Valentina Crast, 20, 4
Valentina Crast, 21, 4
Valentina Crast, 22, 4
Valentina Crast, 23, 4
Valentina Crast, 24, 2
Valentina Crast, 25, 4
Julius Schubring, 1, 4
Julius Schubring, 2, 1
Julius Schubring, 3, 3
Julius Schubring, 4, 4
Julius Schubring, 5, 3
Julius Schubring, 6, 2
Julius Schubring, 7, 2
Julius Schubring, 8, 3
Julius Schubring, 9, 1
Julius Schubring, 10, 1
Julius Schubring, 11, 3
Julius Schubring, 12, 3
Julius Schubring, 13, 2
Julius Schubring, 14, 1
Julius Schubring, 15, 2
Julius Schubring, 16, 4
Julius Schubring, 17, 4
Julius Schubring, 18, 1
Julius Schubring, 19, 1
Julius Schubring, 20, 4
Julius Schubring, 21, 4
Julius Schubring, 22, 4
Julius Schubring, 23, 4
Julius Schubring, 24, 2
Julius Schubring, 25, 4
Johannes Slyngborg, 1, 4
Johannes Slyngborg, 2, 1
Johannes Slyngborg, 3, 3
Johannes Slyngborg, 4, 4
Johannes Slyngborg, 5, 4
Johannes Slyngborg, 6, 4
Johannes Slyngborg, 7, 3
Johannes Slyngborg, 8, 4
Johannes Slyngborg, 9, 1
Johannes Slyngborg, 10, 1
Johannes Slyngborg, 11, 3
Johannes Slyngborg, 12, 1
Johannes Slyngborg, 13, 1
Johannes Slyngborg, 14, 1
Johannes Slyngborg, 15, 3
Johannes Slyngborg, 16, 4
Johannes Slyngborg, 17, 4
Johannes Slyngborg, 18, 1
Johannes Slyngborg, 19, 1
Johannes Slyngborg, 20, 4
Johannes Slyngborg, 21, 4
Johannes Slyngborg, 22, 4
Johannes Slyngborg, 23, 4
Johannes Slyngborg, 24, 1
Johannes Slyngborg, 25, 4
Yurdal Cicek, 1, 4
Yurdal Cicek, 2, 1
Yurdal Cicek, 3, 4
Yurdal Cicek, 4, 3
Yurdal Cicek, 5, 4
Yurdal Cicek, 6, 2
Yurdal Cicek, 7, 3
Yurdal Cicek, 8, 4
Yurdal Cicek, 9, 1
Yurdal Cicek, 10, 1
Yurdal Cicek, 11, 2
Yurdal Cicek, 12, 1
Yurdal Cicek, 13, 1
Yurdal Cicek, 14, 2
Yurdal Cicek, 15, 2
Yurdal Cicek, 16, 3
Yurdal Cicek, 17, 4
Yurdal Cicek, 18, 1
Yurdal Cicek, 19, 3
Yurdal Cicek, 20, 3
Yurdal Cicek, 21, 4
Yurdal Cicek, 22, 3
Yurdal Cicek, 23, 4
Yurdal Cicek, 24, 1
Yurdal Cicek, 25, 4
Anette Jensen Smith, 1, 4
Anette Jensen Smith, 2, 1
Anette Jensen Smith, 3, 3
Anette Jensen Smith, 4, 4
Anette Jensen Smith, 5, 3
Anette Jensen Smith, 6, 3
Anette Jensen Smith, 7, 2
Anette Jensen Smith, 8, 4
Anette Jensen Smith, 9, 1
Anette Jensen Smith, 10, 1
Anette Jensen Smith, 11, 3
Anette Jensen Smith, 12, 3
Anette Jensen Smith, 13, 1
Anette Jensen Smith, 14, 1
Anette Jensen Smith, 15, 2
Anette Jensen Smith, 16, 4
Anette Jensen Smith, 17, 4
Anette Jensen Smith, 18, 1
Anette Jensen Smith, 19, 1
Anette Jensen Smith, 20, 3
Anette Jensen Smith, 21, 4
Anette Jensen Smith, 22, 3
Anette Jensen Smith, 23, 3
Anette Jensen Smith, 24, 2
Anette Jensen Smith, 25, 4
Mikael Hertig, 1, 4
Mikael Hertig, 2, 1
Mikael Hertig, 3, 3
Mikael Hertig, 4, 4
Mikael Hertig, 5, 4
Mikael Hertig, 6, 2
Mikael Hertig, 7, 2
Mikael Hertig, 8, 4
Mikael Hertig, 9, 1
Mikael Hertig, 10, 1
Mikael Hertig, 11, 3
Mikael Hertig, 12, 3
Mikael Hertig, 13, 2
Mikael Hertig, 14, 2
Mikael Hertig, 15, 2
Mikael Hertig, 16, 3
Mikael Hertig, 17, 3
Mikael Hertig, 18, 3
Mikael Hertig, 19, 1
Mikael Hertig, 20, 3
Mikael Hertig, 21, 2
Mikael Hertig, 22, 2
Mikael Hertig, 23, 3
Mikael Hertig, 24, 2
Mikael Hertig, 25, 3
Irina Bjørnø, 2, 2
Irina Bjørnø, 3, 2
Irina Bjørnø, 4, 4
Irina Bjørnø, 5, 2
Irina Bjørnø, 6, 3
Irina Bjørnø, 7, 3
Irina Bjørnø, 8, 3
Irina Bjørnø, 9, 3
Irina Bjørnø, 10, 3
Irina Bjørnø, 11, 2
Irina Bjørnø, 12, 2
Irina Bjørnø, 13, 2
Irina Bjørnø, 14, 2
Irina Bjørnø, 15, 2
Irina Bjørnø, 16, 2
Irina Bjørnø, 17, 3
Irina Bjørnø, 18, 2
Irina Bjørnø, 19, 3
Irina Bjørnø, 20, 3
Irina Bjørnø, 21, 2
Irina Bjørnø, 22, 4
Irina Bjørnø, 23, 2
Irina Bjørnø, 24, 2
